EmployeeID,SalaryAnnual,BonusPct,PerformanceRating,SatisfactionScore,SalaryBand
E00231,122500,0,5,7,High (100k+)
E00232,122500,0,2,5,High (100k+)
E00233,118500,10,3,8,High (100k+)
E00234,142500,10,5,6,High (100k+)
E00235,100000,0,3,8,High (100k+)
E00236,60000,5,4,8,Mid (60-100k)
E00237,166500,0,4,6,High (100k+)
E00238,118000,20,3,7,High (100k+)
E00239,77500,0,4,7,Mid (60-100k)
E00240,64500,0,4,3,Mid (60-100k)
E00241,167000,0,4,5,High (100k+)
E00242,210000,5,3,5,High (100k+)
E00243,88000,15,3,7,Mid (60-100k)
E00244,93000,5,3,3,Mid (60-100k)
E00245,66000,0,3,4,Mid (60-100k)
E00246,148500,10,4,5,High (100k+)
E00247,79500,5,5,3,Mid (60-100k)
E00248,166000,0,3,9,High (100k+)
E00249,113000,0,5,6,High (100k+)
E00250,219000,5,3,4,High (100k+)
E00251,44000,10,5,7,Low (<60k)
E00252,193000,5,4,6,High (100k+)
E00253,54000,15,4,6,Low (<60k)
E00254,82000,0,4,7,Mid (60-100k)
E00255,114500,10,4,6,High (100k+)
E00256,182000,15,3,7,High (100k+)
E00257,64000,0,4,7,Mid (60-100k)
E00258,130000,0,4,7,High (100k+)
E00259,72000,0,4,3,Mid (60-100k)
E00260,101000,5,3,7,High (100k+)
E00261,73000,0,4,5,Mid (60-100k)
E00262,86500,10,3,6,Mid (60-100k)
E00263,97000,20,5,5,Mid (60-100k)
E00264,110500,0,4,5,High (100k+)
E00265,99500,5,3,5,Mid (60-100k)
E00266,61000,0,3,8,Mid (60-100k)
E00267,127500,10,4,6,High (100k+)
E00268,126500,0,4,2,High (100k+)
E00269,126000,10,3,5,High (100k+)
E00270,61500,0,4,7,Mid (60-100k)
E00271,86500,0,4,6,Mid (60-100k)
E00272,52500,5,2,7,Low (<60k)
E00273,93000,15,5,3,Mid (60-100k)
E00274,204000,0,3,6,High (100k+)
E00275,146000,0,4,3,High (100k+)
E00276,88500,5,3,8,Mid (60-100k)
E00277,83500,5,2,7,Mid (60-100k)
E00278,151000,0,2,7,High (100k+)
E00279,97500,5,4,4,Mid (60-100k)
E00280,180500,10,4,7,High (100k+)
E00281,95500,20,4,6,Mid (60-100k)
E00282,198000,0,4,4,High (100k+)
E00283,72500,10,5,5,Mid (60-100k)
E00284,96000,20,4,6,Mid (60-100k)
E00285,141500,5,4,5,High (100k+)
E00286,158500,5,5,8,High (100k+)
E00287,65500,5,4,3,Mid (60-100k)
E00288,82500,0,5,5,Mid (60-100k)
E00289,94500,5,3,6,Mid (60-100k)
E00290,149500,0,2,7,High (100k+)
E00291,125500,0,3,8,High (100k+)
E00292,67500,5,1,7,Mid (60-100k)
E00293,56500,0,3,6,Low (<60k)
E00294,120000,0,2,6,High (100k+)
E00295,171000,0,3,8,High (100k+)
E00296,63500,10,4,5,Mid (60-100k)
E00297,172000,5,4,8,High (100k+)
E00298,70500,5,3,5,Mid (60-100k)
E00299,124500,5,4,6,High (100k+)
E00300,103500,5,4,6,High (100k+)
E00301,72000,10,3,4,Mid (60-100k)
E00302,133000,0,4,3,High (100k+)
E00303,95000,20,4,3,Mid (60-100k)
E00304,90000,0,4,6,Mid (60-100k)
E00305,78000,0,1,5,Mid (60-100k)
E00306,235500,20,2,6,High (100k+)
E00307,67500,5,5,7,Mid (60-100k)
E00308,132500,0,4,3,High (100k+)
E00309,107500,20,3,8,High (100k+)
E00310,102000,5,4,9,High (100k+)
E00311,59000,20,4,8,Low (<60k)
E00312,114500,5,3,6,High (100k+)
E00313,69000,0,4,7,Mid (60-100k)
E00314,74500,5,5,9,Mid (60-100k)
E00315,87500,0,3,3,Mid (60-100k)
E00316,98000,10,4,7,Mid (60-100k)
E00317,145000,15,2,6,High (100k+)
E00318,188000,0,3,5,High (100k+)
E00319,101000,0,4,9,High (100k+)
E00320,124500,0,4,6,High (100k+)
E00321,163000,10,3,5,High (100k+)
E00322,88000,5,4,6,Mid (60-100k)
E00323,89500,0,5,5,Mid (60-100k)
E00324,107500,5,5,6,High (100k+)
E00325,65000,5,4,9,Mid (60-100k)
E00326,125000,10,5,7,High (100k+)
E00327,109000,0,4,3,High (100k+)
E00328,147500,0,3,7,High (100k+)
E00329,93500,5,3,6,Mid (60-100k)
E00330,197000,10,3,4,High (100k+)
E00331,98500,15,4,2,Mid (60-100k)
E00332,172000,10,3,7,High (100k+)
E00333,186000,0,3,5,High (100k+)
E00334,137000,0,3,6,High (100k+)
E00335,119000,0,5,4,High (100k+)
E00336,119500,0,4,5,High (100k+)
E00337,120000,10,2,7,High (100k+)
E00338,68500,10,4,2,Mid (60-100k)
E00339,104500,20,2,4,High (100k+)
E00340,88500,5,5,8,Mid (60-100k)
E00341,100500,20,3,9,High (100k+)
E00342,141000,5,3,6,High (100k+)
E00343,193000,0,5,8,High (100k+)
E00344,128000,0,3,4,High (100k+)
E00345,167000,5,4,8,High (100k+)
E00346,87500,5,3,1,Mid (60-100k)
E00347,184500,15,3,6,High (100k+)
E00348,153000,0,3,5,High (100k+)
E00349,187000,20,4,7,High (100k+)
E00350,117000,10,3,3,High (100k+)
E00351,92000,15,2,8,Mid (60-100k)
E00352,90000,5,5,5,Mid (60-100k)
E00353,66000,20,5,5,Mid (60-100k)
E00354,74500,0,4,5,Mid (60-100k)
E00355,126000,0,5,5,High (100k+)
E00356,117000,0,5,4,High (100k+)
E00357,82000,5,4,8,Mid (60-100k)
E00358,102000,5,5,6,High (100k+)
E00359,85500,0,3,6,Mid (60-100k)
E00360,57000,10,5,6,Low (<60k)
E00361,66500,5,4,4,Mid (60-100k)
E00362,93500,15,5,9,Mid (60-100k)
E00363,97000,0,4,6,Mid (60-100k)
E00364,74500,0,2,6,Mid (60-100k)
E00365,103500,5,1,1,High (100k+)
E00366,119000,5,4,6,High (100k+)
E00367,171000,0,4,8,High (100k+)
E00368,74000,5,4,8,Mid (60-100k)
E00369,94500,10,3,7,Mid (60-100k)
E00370,160500,5,5,9,High (100k+)
E00371,57000,10,2,5,Low (<60k)
E00372,75000,5,5,7,Mid (60-100k)
E00373,71500,20,5,8,Mid (60-100k)
E00374,128000,0,3,7,High (100k+)
E00375,278000,0,3,5,High (100k+)
E00376,66500,15,4,10,Mid (60-100k)
E00377,98500,15,5,5,Mid (60-100k)
E00378,86500,5,5,4,Mid (60-100k)
E00379,107000,20,5,5,High (100k+)
E00380,96500,10,4,6,Mid (60-100k)
E00381,98500,0,4,4,Mid (60-100k)
E00382,74500,10,5,7,Mid (60-100k)
E00383,63000,15,4,5,Mid (60-100k)
E00384,111500,5,4,9,High (100k+)
E00385,80000,5,3,3,Mid (60-100k)
E00386,133000,0,4,8,High (100k+)
E00387,164000,10,3,8,High (100k+)
E00388,74500,5,5,5,Mid (60-100k)
E00389,62000,15,3,8,Mid (60-100k)
E00390,93000,5,3,5,Mid (60-100k)
E00391,103000,10,3,4,High (100k+)
E00392,91500,20,5,10,Mid (60-100k)
E00393,105000,0,3,6,High (100k+)
E00394,126000,20,3,4,High (100k+)
E00395,157000,15,4,7,High (100k+)
E00396,109000,0,4,9,High (100k+)
E00397,127500,0,2,7,High (100k+)
E00398,129500,0,4,7,High (100k+)
E00399,155000,5,4,7,High (100k+)
E00400,68500,0,4,7,Mid (60-100k)
E00401,189000,0,5,6,High (100k+)
E00402,98000,5,2,4,Mid (60-100k)
E00403,81000,5,3,7,Mid (60-100k)
E00404,67000,5,3,6,Mid (60-100k)
E00405,128000,0,5,6,High (100k+)
E00406,85000,0,2,6,Mid (60-100k)
E00407,132500,15,3,5,High (100k+)
E00408,101000,0,3,4,High (100k+)
E00409,144000,10,5,6,High (100k+)
E00410,97500,15,4,8,Mid (60-100k)
E00411,107000,10,5,7,High (100k+)
E00412,55000,0,3,5,Low (<60k)
E00413,83000,5,5,6,Mid (60-100k)
E00414,139500,15,5,5,High (100k+)
E00415,95000,5,3,8,Mid (60-100k)
E00416,81000,5,5,6,Mid (60-100k)
E00417,85500,0,4,9,Mid (60-100k)
E00418,140500,5,2,6,High (100k+)
E00419,101000,15,3,5,High (100k+)
E00420,49500,15,3,3,Low (<60k)
E00421,79500,0,3,6,Mid (60-100k)
E00422,136500,0,4,5,High (100k+)
E00423,115000,15,4,6,High (100k+)
E00424,122500,0,3,3,High (100k+)
E00425,102000,10,5,7,High (100k+)
E00426,138000,20,3,5,High (100k+)
E00427,101000,0,2,6,High (100k+)
E00428,99500,0,5,6,Mid (60-100k)
E00429,118000,5,3,8,High (100k+)
E00430,80000,5,5,3,Mid (60-100k)
E00431,60500,0,5,4,Mid (60-100k)
E00432,122000,10,4,7,High (100k+)
E00433,134000,10,5,5,High (100k+)
E00434,76500,15,3,7,Mid (60-100k)
E00435,94500,0,2,6,Mid (60-100k)
E00436,89000,10,3,5,Mid (60-100k)
E00437,131500,0,5,4,High (100k+)
E00438,104000,0,4,6,High (100k+)
E00439,94500,0,2,6,Mid (60-100k)
E00440,108500,5,2,6,High (100k+)
E00441,109500,10,4,7,High (100k+)
E00442,101500,5,3,6,High (100k+)
E00443,109500,10,4,5,High (100k+)
E00444,90000,15,5,5,Mid (60-100k)
E00445,66500,0,3,4,Mid (60-100k)
E00446,126000,5,4,7,High (100k+)
E00447,124500,20,4,7,High (100k+)
E00448,127000,10,5,6,High (100k+)
E00449,108000,0,3,5,High (100k+)
E00450,115000,10,3,5,High (100k+)
E00451,176000,15,4,7,High (100k+)
E00452,195000,5,4,7,High (100k+)
E00453,102000,10,3,7,High (100k+)
E00454,104000,0,3,8,High (100k+)
E00455,133500,0,4,5,High (100k+)
E00456,87500,10,2,6,Mid (60-100k)
E00457,92500,0,2,7,Mid (60-100k)
E00458,80000,5,5,5,Mid (60-100k)
E00459,129500,5,4,1,High (100k+)
E00460,163500,0,2,7,High (100k+)
E00461,55500,20,3,5,Low (<60k)
E00462,139500,20,2,3,High (100k+)
E00463,165500,0,5,9,High (100k+)
E00464,95000,20,5,4,Mid (60-100k)
E00465,81000,10,3,7,Mid (60-100k)
E00466,92500,20,2,6,Mid (60-100k)
E00467,159000,5,4,7,High (100k+)
E00468,95000,5,4,8,Mid (60-100k)
E00469,121500,5,4,5,High (100k+)
E00470,99000,0,2,5,Mid (60-100k)
E00471,143500,5,3,10,High (100k+)
E00472,177000,10,2,6,High (100k+)
E00473,67000,0,1,7,Mid (60-100k)
E00474,82500,20,3,4,Mid (60-100k)
E00475,113000,0,4,6,High (100k+)
E00476,145000,5,4,7,High (100k+)
E00477,55000,5,5,6,Low (<60k)
E00478,83000,15,4,8,Mid (60-100k)
E00479,90500,0,4,5,Mid (60-100k)
E00480,86000,0,4,8,Mid (60-100k)
E00481,211000,0,1,5,High (100k+)
E00482,171000,5,3,9,High (100k+)
E00483,74500,5,5,4,Mid (60-100k)
E00484,67000,10,3,6,Mid (60-100k)
E00485,170500,10,5,6,High (100k+)
E00486,116000,0,3,7,High (100k+)
E00487,117500,0,5,7,High (100k+)
E00488,285000,10,4,5,High (100k+)
E00489,81500,0,4,10,Mid (60-100k)
E00490,129500,20,2,7,High (100k+)
E00491,92000,10,4,5,Mid (60-100k)
E00492,50000,5,5,7,Low (<60k)
E00493,71000,0,3,5,Mid (60-100k)
E00494,85500,10,3,10,Mid (60-100k)
E00495,79000,0,5,4,Mid (60-100k)
E00496,69500,0,5,6,Mid (60-100k)
E00497,111000,5,4,6,High (100k+)
E00498,139500,10,5,5,High (100k+)
E00499,81000,0,3,4,Mid (60-100k)
E00500,116000,15,4,7,High (100k+)
E00501,166500,0,4,6,High (100k+)
E00502,103500,5,3,5,High (100k+)
E00503,73500,0,4,7,Mid (60-100k)
E00504,182500,15,5,7,High (100k+)
E00505,246500,0,3,5,High (100k+)
E00506,88000,5,4,7,Mid (60-100k)
E00507,69000,15,4,6,Mid (60-100k)
E00508,74000,5,3,7,Mid (60-100k)
E00509,228500,5,4,7,High (100k+)
E00510,142000,15,3,6,High (100k+)
E00511,177500,15,3,8,High (100k+)
E00512,108000,15,4,5,High (100k+)
E00513,137500,20,4,5,High (100k+)
E00514,153000,15,5,8,High (100k+)
E00515,80500,0,4,4,Mid (60-100k)
E00516,104500,5,4,6,High (100k+)
E00517,50500,0,4,9,Low (<60k)
E00518,129500,20,5,10,High (100k+)
E00519,144500,20,4,7,High (100k+)
E00520,59500,15,3,7,Low (<60k)
E00521,100500,0,4,6,High (100k+)
E00522,123500,0,5,6,High (100k+)
E00523,99500,10,3,9,Mid (60-100k)
E00524,82000,5,5,3,Mid (60-100k)
E00525,121000,5,3,3,High (100k+)
E00526,63500,5,2,10,Mid (60-100k)
E00527,57000,10,3,5,Low (<60k)
E00528,104000,10,2,5,High (100k+)
E00529,83000,0,3,4,Mid (60-100k)
E00530,76500,0,3,5,Mid (60-100k)
E00531,162000,5,3,5,High (100k+)
E00532,96000,0,2,10,Mid (60-100k)
E00533,87000,0,4,6,Mid (60-100k)
E00534,91000,0,2,5,Mid (60-100k)
E00535,80000,0,1,8,Mid (60-100k)
E00536,117500,10,3,5,High (100k+)
E00537,150500,0,4,3,High (100k+)
E00538,123500,0,5,4,High (100k+)
E00539,157000,0,3,6,High (100k+)
E00540,139500,0,4,5,High (100k+)
E00541,138000,0,4,6,High (100k+)
E00542,114000,5,4,5,High (100k+)
E00543,95000,10,4,8,Mid (60-100k)
E00544,124000,15,3,3,High (100k+)
E00545,102500,10,3,7,High (100k+)
E00546,92000,5,3,4,Mid (60-100k)
E00547,79500,5,5,5,Mid (60-100k)
E00548,133000,0,4,5,High (100k+)
E00549,104000,20,3,7,High (100k+)
E00550,109000,5,4,3,High (100k+)
E00551,68500,0,3,8,Mid (60-100k)
E00552,103000,0,4,9,High (100k+)
E00553,83500,10,5,8,Mid (60-100k)
E00554,235500,0,5,5,High (100k+)
E00555,68000,10,5,6,Mid (60-100k)
E00556,103500,0,5,7,High (100k+)
E00557,122000,5,4,7,High (100k+)
E00558,123000,5,3,6,High (100k+)
E00559,86500,5,3,4,Mid (60-100k)
E00560,162500,20,3,4,High (100k+)
E00561,67000,0,4,6,Mid (60-100k)
E00562,126000,0,3,8,High (100k+)
E00563,144500,20,4,2,High (100k+)
E00564,106500,0,5,5,High (100k+)
E00565,175500,10,5,5,High (100k+)
E00566,100000,10,4,8,High (100k+)
E00567,74500,10,4,4,Mid (60-100k)
E00568,112500,0,3,6,High (100k+)
E00569,97500,10,5,8,Mid (60-100k)
E00570,126500,0,4,3,High (100k+)
E00571,106000,10,5,6,High (100k+)
E00572,125500,5,5,6,High (100k+)
E00573,65500,5,5,4,Mid (60-100k)
E00574,47500,10,4,9,Low (<60k)
E00575,64500,0,4,5,Mid (60-100k)
E00576,68500,5,4,7,Mid (60-100k)
E00577,93500,5,4,6,Mid (60-100k)
E00578,99000,10,4,6,Mid (60-100k)
E00579,83000,10,2,5,Mid (60-100k)
E00580,156500,0,2,9,High (100k+)
E00581,114500,20,3,4,High (100k+)
E00582,238500,0,5,6,High (100k+)
E00583,129000,10,3,5,High (100k+)
E00584,59500,15,4,6,Low (<60k)
E00585,119000,15,3,5,High (100k+)
E00586,126000,0,4,4,High (100k+)
E00587,269000,5,3,9,High (100k+)
E00588,65000,0,4,6,Mid (60-100k)
E00589,77000,0,4,8,Mid (60-100k)
E00590,175500,0,4,5,High (100k+)
E00591,122000,20,4,8,High (100k+)
E00592,77000,5,4,7,Mid (60-100k)
E00593,81500,15,4,6,Mid (60-100k)
E00594,174000,0,3,5,High (100k+)
E00595,51000,0,3,7,Low (<60k)
E00596,69500,0,3,5,Mid (60-100k)
E00597,114000,0,4,6,High (100k+)
E00598,107500,15,4,5,High (100k+)
E00599,163000,5,3,9,High (100k+)
E00600,56000,10,4,8,Low (<60k)
E00601,152500,0,3,7,High (100k+)
E00602,101500,0,4,7,High (100k+)
E00603,190000,10,4,6,High (100k+)
E00604,66000,15,3,8,Mid (60-100k)
E00605,57000,5,4,5,Low (<60k)
E00606,180000,10,4,4,High (100k+)
E00607,93000,5,4,4,Mid (60-100k)
E00608,202000,5,4,7,High (100k+)
E00609,141000,10,4,5,High (100k+)
E00610,63000,0,4,7,Mid (60-100k)
E00611,146500,0,4,9,High (100k+)
E00612,139000,10,5,4,High (100k+)
E00613,199000,20,4,6,High (100k+)
E00614,78000,5,4,6,Mid (60-100k)
E00615,115500,5,4,3,High (100k+)
E00616,132000,0,4,6,High (100k+)
E00617,95000,10,5,6,Mid (60-100k)
E00618,137500,5,4,8,High (100k+)
E00619,367000,0,2,3,High (100k+)
E00620,112500,0,3,6,High (100k+)
E00621,94000,10,4,6,Mid (60-100k)
E00622,57500,5,3,10,Low (<60k)
E00623,134500,0,3,4,High (100k+)
E00624,62500,5,5,7,Mid (60-100k)
E00625,129500,0,2,6,High (100k+)
E00626,133500,10,3,5,High (100k+)
E00627,93000,0,4,4,Mid (60-100k)
E00628,137500,20,3,6,High (100k+)
E00629,144500,10,3,5,High (100k+)
E00630,93000,15,3,5,Mid (60-100k)
E00631,76000,0,3,9,Mid (60-100k)
E00632,82000,10,2,3,Mid (60-100k)
E00633,115500,15,4,3,High (100k+)
E00634,98500,10,3,6,Mid (60-100k)
E00635,111000,10,3,9,High (100k+)
E00636,108500,0,4,6,High (100k+)
E00637,79000,15,4,4,Mid (60-100k)
E00638,113000,10,4,8,High (100k+)
E00639,86500,0,3,7,Mid (60-100k)
E00640,97500,0,3,8,Mid (60-100k)
E00641,121000,0,5,6,High (100k+)
E00642,130500,5,2,6,High (100k+)
E00643,120500,0,5,8,High (100k+)
E00644,118500,5,4,9,High (100k+)
E00645,82500,0,4,7,Mid (60-100k)
E00646,101000,5,3,8,High (100k+)
E00647,52500,15,4,7,Low (<60k)
E00648,80500,5,4,9,Mid (60-100k)
E00649,73500,20,2,6,Mid (60-100k)
E00650,104500,0,3,5,High (100k+)
E00651,68000,15,5,10,Mid (60-100k)
E00652,166000,15,2,8,High (100k+)
E00653,134000,5,4,4,High (100k+)
